1999.03,100.6463,
1999.04,100.8164,
1999.05,100.9621,
1999.06,101.0727,
1999.07,101.1515,
1999.08,101.2086,
1999.09,101.2584,
1999.10,101.3094,
1999.11,101.3624,
1999.12,101.3987,
2000.01,101.3916,
2000.02,101.3245,
2000.03,101.2258,
2000.04,101.1045,
2000.05,100.9548,
2000.06,100.7858,
2000.07,100.5982,
2000.08,100.3777,
2000.09,100.1212,
2000.10,99.81223,
2000.11,99.46097,
2000.12,99.08314,
2001.01,98.73896,
2001.02,98.47572,
2001.03,98.30646,
2001.04,98.22276,
2001.05,98.19816,
2001.06,98.1767,
2001.07,98.13332,
2001.08,98.07108,
2001.09,98.03147,
2001.10,98.08569,
2001.11,98.26012,
2001.12,98.53291,
2002.01,98.84806,
2002.02,99.14622,
2002.03,99.36985,
2002.04,99.46201,
2002.05,99.40305,
2002.06,99.20183,
2002.07,98.9123,
2002.08,98.60332,
2002.09,98.31693,
2002.10,98.09187,
2002.11,97.94372,
2002.12,97.84509,
2003.01,97.77418,
2003.02,97.74204,
2003.03,97.7816,
2003.04,97.92027,
2003.05,98.15041,
2003.06,98.44223,
2003.07,98.78357,
2003.08,99.16435,
2003.09,99.5729,
2003.10,99.98733,
2003.11,100.3736,
2003.12,100.6976,
2004.01,100.9417,
2004.02,101.0884,
2004.03,101.1573,
2004.04,101.1607,
2004.05,101.1179,
2004.06,101.0384,
2004.07,100.9285,
2004.08,100.8051,
2004.09,100.6959,
2004.10,100.6201,
2004.11,100.5865,
2004.12,100.5679,
2005.01,100.5284,
2005.02,100.4624,
2005.03,100.3839,
2005.04,100.3271,
2005.05,100.3171,
2005.06,100.3513,
2005.07,100.4041,
2005.08,100.4789,
2005.09,100.5897,
2005.10,100.748,
2005.11,100.9388,
2005.12,101.1217,
2006.01,101.2649,
2006.02,101.3573,
2006.03,101.3905,
2006.04,101.3636,
2006.05,101.3013,
2006.06,101.2412,
2006.07,101.2049,
2006.08,101.2128,
2006.09,101.2741,
2006.10,101.3682,
2006.11,101.4792,
2006.12,101.5997,
2007.01,101.7188,
2007.02,101.8376,
2007.03,101.9626,
2007.04,102.0826,
2007.05,102.1735,
2007.06,102.2176,
2007.07,102.2009,
2007.08,102.1216,
2007.09,102.0089,
2007.10,101.8841,
2007.11,101.7523,
2007.12,101.6251,
2008.01,101.4917,
2008.02,101.3378,
2008.03,101.1637,
2008.04,100.9482,
2008.05,100.6623,
2008.06,100.2659,
2008.07,99.72507,
2008.08,99.02181,
2008.09,98.1692,
2008.10,97.23077,
2008.11,96.33211,
2008.12,95.57671,
2009.01,95.03043,
2009.02,94.73131,
2009.03,94.69657,
2009.04,94.91409,
2009.05,95.31038,
2009.06,95.8152,
2009.07,96.36611,
2009.08,96.92258,
2009.09,97.45463,
2009.10,97.94644,
2009.11,98.39773,
2009.12,98.81255,
2010.01,99.17152,
2010.02,99.44147,
2010.03,99.62366,
2010.04,99.69965,
2010.05,99.67958,
2010.06,99.60421,
2010.07,99.53976,
2010.08,99.53725,
2010.09,99.60795,
2010.10,99.73685,
2010.11,99.91687,
2010.12,100.1085,
2011.01,100.2702,
2011.02,100.3659,
2011.03,100.3592,
2011.04,100.2489,
2011.05,100.0483,
2011.06,99.7775,
2011.07,99.48541,
2011.08,99.23683,
2011.09,99.10427,
2011.10,99.12197,
2011.11,99.26722,
