1970.01,1
1970.04,1
1970.07,1
1970.10,1
1971.01,0
1971.04,0
1971.07,0
1971.10,0
1972.01,0
1972.04,0
1972.07,0
1972.10,0
1973.01,0
1973.04,0
1973.07,0
1973.10,1
1974.01,1
1974.04,1
1974.07,1
1974.10,1
1975.01,1
1975.04,0
1975.07,0
1975.10,0
1976.01,0
1976.04,0
1976.07,0
1976.10,0
1977.01,0
1977.04,0
1977.07,0
1977.10,0
1978.01,0
1978.04,0
1978.07,0
1978.10,0
1979.01,0
1979.04,1
1979.07,1
1979.10,1
1980.01,1
1980.04,1
1980.07,0
1980.10,0
1981.01,0
1981.04,1
1981.07,1
1981.10,1
1982.01,1
1982.04,1
1982.07,0
1982.10,0
1983.01,0
1983.04,0
1983.07,0
1983.10,0
1984.01,0
1984.04,0
1984.07,0
1984.10,0
1985.01,0
1985.04,0
1985.07,0
1985.10,0
1986.01,0
1986.04,0
1986.07,0
1986.10,0
1987.01,0
1987.04,0
1987.07,0
1987.10,0
1988.01,0
1988.04,0
1988.07,0
1988.10,0
1989.01,0
1989.04,0
1989.07,0
1989.10,1
1990.01,1
1990.04,1
1990.07,1
1990.10,1
1991.01,1
1991.04,0
1991.07,0
1991.10,0
1992.01,0
1992.04,0
1992.07,0
1992.10,0
1993.01,0
1993.04,0
1993.07,0
1993.10,0
1994.01,0
1994.04,0
1994.07,0
1994.10,0
1995.01,0
1995.04,0
1995.07,0
1995.10,0
1996.01,0
1996.04,0
1996.07,0
1996.10,0
1997.01,0
1997.04,0
1997.07,0
1997.10,0
1998.01,0
1998.04,0
1998.07,0
1998.10,0
1999.01,0
1999.04,0
1999.07,0
1999.10,0
2000.01,0
2000.04,0
2000.07,0
2000.10,0
2001.01,1
2001.04,1
2001.07,1
2001.10,0
2002.01,0
2002.04,0
2002.07,0
2002.10,0
2003.01,0
2003.04,0
2003.07,0
2003.10,0
2004.01,0
2004.04,0
2004.07,0
2004.10,0
2005.01,0
2005.04,0
2005.07,0
2005.10,0
2006.01,0
2006.04,0
2006.07,0
2006.10,0
2007.01,0
2007.04,0
2007.07,0
2007.10,1
2008.01,1
2008.04,1
2008.07,1
2008.10,1
2009.01,1
2009.04,1
2009.07,0
2009.10,0
2010.01,0
2010.04,0
2010.07,0
2010.10,0
2011.01,0
2011.04,0
2011.07,0
2011.10,0
2012.01,0
2012.04,0
2012.07,0
2012.10,0
2013.01,0
2013.04,0
2013.07,0
2013.10,0
2014.01,0
2014.04,0
2014.07,0
2014.10,0
2015.01,0
2015.04,0
2015.07,0
2015.10,0
2016.01,0
2016.04,0
2016.07,0
2016.10,0
2017.01,0
2017.04,0.0
2017.07,0.0
2017.10,0.0
2018.01,0.0
2018.04,0.0
2018.07,0.0
2018.10,0.0
2019.01,0.0
2019.04,0.0
2019.07,0.0
2019.10,0
2020.01,1.0
2020.04,1
2020.07,0
2020.10,0
2021.01,0
2021.04,0
2021.07,0
